behavior_id,user_id,course_id,behavior_type,event_time,duration
B00007284,U000497,C00020,start_learning,2026-08-24 04:05:48,2830
B00007285,U000584,C00100,finish,2026-08-23 21:53:48,1700
B00007286,U000734,C00085,finish,2026-08-18 09:17:48,795
B00007287,U000052,C00098,buy,2026-08-22 23:12:48,3230
B00007288,U000262,C00099,view,2026-08-28 00:04:48,647
B00007289,U000350,C00015,favorite,2026-08-20 22:32:48,3391
B00007290,U000563,C00093,finish,2026-08-29 23:39:48,2467
B00007291,U000705,C00023,view,2026-08-19 12:20:48,2948
B00007292,U000324,C00092,view,2026-08-23 23:51:48,3208
B00007293,U000976,C00035,buy,2026-08-20 17:08:48,1239
B00007294,U000408,C00003,buy,2026-08-29 09:50:48,1684
B00007295,U000804,C00005,start_learning,2026-08-30 04:08:48,1648
B00007296,U000438,C00027,view,2026-08-21 12:43:48,1484
B00007297,U000929,C00100,start_learning,2026-08-22 01:05:48,2054
B00007298,U000567,C00005,start_learning,2026-08-31 03:05:48,1001
B00007299,U000027,C00062,favorite,2026-08-28 07:42:48,275
B00007300,U000556,C00094,favorite,2026-08-13 19:49:48,194
B00007301,U000270,C00083,view,2026-08-24 00:32:48,3342
B00007302,U000535,C00093,start_learning,2026-08-19 11:10:48,1030
B00007303,U000273,C00044,view,2026-09-01 12:18:48,665
B00007304,U000235,C00098,start_learning,2026-08-09 00:23:48,3385
B00007305,U000108,C00031,buy,2026-08-27 10:34:48,24
B00007306,U000287,C00051,favorite,2026-08-08 17:44:48,83
B00007307,U000204,C00074,favorite,2026-08-27 07:03:48,693
B00007308,U000643,C00039,finish,2026-08-16 20:13:48,804
B00007309,U000637,C00096,buy,2026-08-10 16:04:48,574
B00007310,U000901,C00064,buy,2026-08-27 20:20:48,1264
B00007311,U000941,C00024,favorite,2026-08-11 19:01:48,1665
B00007312,U000581,C00093,finish,2026-08-24 21:48:48,2511
B00007313,U000833,C00043,favorite,2026-08-21 04:16:48,3156
B00007314,U000235,C00095,finish,2026-08-13 05:45:48,2315
B00007315,U000192,C00090,view,2026-08-24 19:30:48,850
B00007316,U000731,C00028,buy,2026-08-30 06:09:48,3360
B00007317,U000624,C00010,buy,2026-08-12 11:48:48,591
B00007318,U000997,C00065,finish,2026-08-08 15:20:48,21
B00007319,U000141,C00078,start_learning,2026-08-14 09:34:48,3235
B00007320,U000131,C00093,start_learning,2026-08-29 20:49:48,1455
B00007321,U000400,C00083,buy,2026-08-04 06:51:48,1884
B00007322,U000703,C00051,favorite,2026-08-14 18:40:48,3452
B00007323,U000306,C00033,view,2026-08-12 03:27:48,2786
B00007324,U000722,C00077,view,2026-08-21 01:20:48,173
B00007325,U000857,C00012,favorite,2026-08-13 21:34:48,3509
B00007326,U000630,C00075,favorite,2026-08-26 00:36:48,3516
B00007327,U000806,C00020,start_learning,2026-08-26 07:10:48,460
B00007328,U000055,C00085,finish,2026-08-30 03:16:48,2517
B00007329,U000390,C00004,buy,2026-08-16 07:06:48,2639
B00007330,U000231,C00084,finish,2026-08-21 17:56:48,914
B00007331,U000845,C00039,buy,2026-08-21 07:22:48,3293
B00007332,U000400,C00091,favorite,2026-08-27 13:51:48,2358
B00007333,U000783,C00014,favorite,2026-08-24 14:13:48,1710
B00007334,U000600,C00001,buy,2026-08-27 18:59:48,2711
B00007335,U000539,C00038,favorite,2026-08-28 23:13:48,2095
B00007336,U000743,C00010,favorite,2026-08-30 12:23:48,3253
B00007337,U000961,C00079,favorite,2026-08-16 23:18:48,3539
B00007338,U000118,C00047,view,2026-09-01 13:56:48,1244
B00007339,U000507,C00006,favorite,2026-08-20 23:53:48,2163
B00007340,U000659,C00079,favorite,2026-08-11 17:07:48,1737
B00007341,U000187,C00064,finish,2026-08-09 07:13:48,518
B00007342,U000644,C00047,buy,2026-08-17 10:22:48,1237
B00007343,U000661,C00077,finish,2026-08-16 20:05:48,948
B00007344,U000058,C00086,start_learning,2026-08-19 09:49:48,1664
B00007345,U000311,C00015,buy,2026-08-11 20:17:48,515
B00007346,U000614,C00051,buy,2026-08-31 11:19:48,1348
B00007347,U000392,C00089,buy,2026-08-31 03:37:48,2707
B00007348,U000186,C00014,finish,2026-08-26 13:28:48,1215
B00007349,U000418,C00020,start_learning,2026-08-14 08:04:48,758
B00007350,U000305,C00066,view,2026-08-30 09:40:48,2463
B00007351,U000190,C00056,start_learning,2026-08-04 17:33:48,1737
B00007352,U000326,C00093,favorite,2026-08-29 12:26:48,1546
B00007353,U000671,C00043,view,2026-08-30 10:55:48,1745
B00007354,U000091,C00014,view,2026-08-28 22:39:48,1831
B00007355,U000775,C00007,finish,2026-08-06 11:03:48,1132
B00007356,U000382,C00080,start_learning,2026-08-15 12:38:48,2042
B00007357,U000245,C00065,favorite,2026-08-06 00:49:48,943
B00007358,U000532,C00064,finish,2026-08-13 03:46:48,1309
B00007359,U000499,C00038,favorite,2026-08-03 19:56:48,3105
B00007360,U000899,C00051,view,2026-08-03 07:04:48,245
B00007361,U000613,C00055,finish,2026-08-15 00:52:48,1568
B00007362,U000020,C00100,buy,2026-08-27 11:28:48,1534
B00007363,U000452,C00006,start_learning,2026-08-02 16:03:48,2284
B00007364,U000726,C00029,favorite,2026-08-13 14:23:48,521
B00007365,U000380,C00082,view,2026-09-01 11:44:48,1825
B00007366,U000055,C00017,favorite,2026-08-24 05:30:48,1664
B00007367,U000309,C00083,favorite,2026-08-26 00:07:48,1015
B00007368,U000041,C00004,view,2026-08-14 23:58:48,1643
B00007369,U000872,C00090,finish,2026-08-26 18:54:48,3150
B00007370,U000640,C00086,buy,2026-08-05 15:17:48,1854
B00007371,U000960,C00046,favorite,2026-08-26 15:20:48,3042
B00007372,U000055,C00089,finish,2026-08-22 00:44:48,714
B00007373,U000278,C00040,start_learning,2026-08-19 00:14:48,776
B00007374,U000157,C00047,favorite,2026-08-04 17:32:48,3131
B00007375,U000646,C00071,start_learning,2026-08-16 08:53:48,2749
B00007376,U000996,C00029,start_learning,2026-08-30 12:37:48,1703
B00007377,U000757,C00032,favorite,2026-08-21 01:48:48,2149
B00007378,U000077,C00050,view,2026-08-03 15:15:48,3491
B00007379,U000281,C00063,view,2026-08-18 03:52:48,3096
B00007380,U000776,C00096,start_learning,2026-08-03 18:11:48,1731
B00007381,U000357,C00075,start_learning,2026-08-31 16:02:48,2008
B00007382,U000928,C00010,view,2026-08-28 03:59:48,2109
B00007383,U000320,C00009,favorite,2026-09-01 11:38:48,2864
B00007384,U000703,C00065,start_learning,2026-08-06 08:59:48,1887
B00007385,U000457,C00043,view,2026-08-31 13:05:48,3229
B00007386,U000121,C00066,finish,2026-08-02 19:37:48,2287
B00007387,U000960,C00086,view,2026-08-27 12:51:48,1629
B00007388,U000998,C00087,finish,2026-08-14 13:37:48,3228
B00007389,U000757,C00048,view,2026-08-27 04:28:48,1639
B00007390,U000888,C00090,view,2026-08-06 23:34:48,2310
B00007391,U000863,C00073,favorite,2026-08-20 03:19:48,226
B00007392,U000390,C00086,start_learning,2026-08-19 10:39:48,1108
B00007393,U000265,C00096,favorite,2026-08-03 15:20:48,1982
B00007394,U000998,C00023,start_learning,2026-08-03 12:48:48,1732
B00007395,U000773,C00014,buy,2026-08-11 23:01:48,351
B00007396,U000513,C00047,buy,2026-08-06 11:09:48,3541
B00007397,U000783,C00032,favorite,2026-08-22 05:20:48,1909
B00007398,U000792,C00019,view,2026-08-29 20:13:48,2771
B00007399,U000463,C00021,favorite,2026-08-31 12:06:48,2324
B00007400,U000514,C00022,favorite,2026-08-05 14:37:48,596
B00007401,U000310,C00023,finish,2026-08-08 13:40:48,3168
B00007402,U000505,C00012,finish,2026-08-28 17:06:48,84
B00007403,U000162,C00041,favorite,2026-08-13 14:58:48,972
B00007404,U000677,C00046,start_learning,2026-08-25 00:57:48,2806
B00007405,U000302,C00090,start_learning,2026-08-10 00:39:48,1895
B00007406,U000378,C00033,finish,2026-08-30 10:29:48,433
B00007407,U000247,C00066,view,2026-09-01 10:02:48,3163
B00007408,U000125,C00077,favorite,2026-08-03 02:53:48,1276
B00007409,U000205,C00015,start_learning,2026-08-07 11:11:48,3569
B00007410,U000129,C00039,buy,2026-08-24 08:37:48,118
B00007411,U000727,C00034,start_learning,2026-08-29 13:00:48,3361
B00007412,U000245,C00071,finish,2026-08-11 09:58:48,1847
B00007413,U000295,C00031,favorite,2026-08-29 23:18:48,2363
B00007414,U000306,C00019,finish,2026-08-05 22:17:48,3271
B00007415,U000242,C00013,start_learning,2026-08-15 14:30:48,3577
B00007416,U000649,C00021,view,2026-08-26 12:42:48,2416
B00007417,U000343,C00046,view,2026-08-12 17:07:48,547
B00007418,U000312,C00040,favorite,2026-08-03 10:08:48,2548
B00007419,U000159,C00091,start_learning,2026-09-01 02:44:48,296
B00007420,U000861,C00099,start_learning,2026-08-13 15:22:48,786
B00007421,U000379,C00095,finish,2026-08-03 07:24:48,2174
B00007422,U000177,C00045,finish,2026-08-12 12:14:48,1986
B00007423,U000375,C00066,finish,2026-08-12 16:41:48,1807
B00007424,U000041,C00015,buy,2026-08-22 09:40:48,2948
B00007425,U000685,C00085,buy,2026-08-05 10:11:48,1180
B00007426,U000353,C00039,start_learning,2026-08-20 14:02:48,2583
B00007427,U000008,C00093,view,2026-08-31 21:12:48,2905
B00007428,U000502,C00092,buy,2026-08-12 12:17:48,2328
B00007429,U000215,C00081,favorite,2026-08-09 07:26:48,3158
B00007430,U000661,C00069,view,2026-08-26 09:55:48,203
B00007431,U000507,C00084,favorite,2026-08-15 10:20:48,483
B00007432,U000597,C00090,buy,2026-08-07 19:16:48,1194
B00007433,U000313,C00015,buy,2026-08-27 17:37:48,34
B00007434,U000726,C00032,buy,2026-08-31 07:44:48,2196
B00007435,U000111,C00078,finish,2026-08-29 02:03:48,199
B00007436,U000823,C00014,view,2026-08-22 08:02:48,3527
B00007437,U000378,C00079,buy,2026-08-18 05:53:48,1435
B00007438,U000363,C00053,start_learning,2026-08-31 18:04:48,276
B00007439,U000813,C00100,finish,2026-08-21 01:32:48,2175
B00007440,U000802,C00016,buy,2026-08-24 07:04:48,2067
B00007441,U000204,C00010,view,2026-08-04 06:43:48,3230
B00007442,U000733,C00004,buy,2026-08-24 10:42:48,3233
B00007443,U000277,C00066,finish,2026-08-18 19:07:48,2814
B00007444,U000441,C00099,favorite,2026-08-21 13:05:48,1993
B00007445,U000056,C00064,buy,2026-08-22 13:23:48,3325
B00007446,U000406,C00031,finish,2026-08-04 08:01:48,2306
B00007447,U000690,C00072,favorite,2026-08-14 15:32:48,57
B00007448,U000978,C00082,buy,2026-08-13 02:59:48,31
B00007449,U000461,C00099,view,2026-08-02 15:28:48,2379
B00007450,U000186,C00030,buy,2026-08-08 17:15:48,164
B00007451,U000550,C00073,finish,2026-08-25 17:12:48,470
B00007452,U000383,C00038,favorite,2026-08-19 01:49:48,2549
B00007453,U000362,C00063,finish,2026-08-27 06:29:48,1356
B00007454,U000694,C00076,start_learning,2026-08-13 18:51:48,2278
B00007455,U000236,C00036,favorite,2026-08-19 09:19:48,2193
B00007456,U000150,C00052,buy,2026-08-09 13:17:48,1533
B00007457,U000444,C00010,favorite,2026-08-08 09:19:48,2237
B00007458,U000214,C00013,favorite,2026-08-12 21:36:48,1187
B00007459,U000608,C00026,finish,2026-08-06 11:14:48,1620
B00007460,U000329,C00056,finish,2026-08-07 19:05:48,2153
B00007461,U000338,C00039,start_learning,2026-08-29 05:36:48,1107
B00007462,U000657,C00021,favorite,2026-08-16 02:06:48,2437
B00007463,U000336,C00073,buy,2026-08-14 11:42:48,1813
B00007464,U000962,C00057,favorite,2026-08-31 08:14:48,2145
B00007465,U000825,C00032,buy,2026-08-06 06:24:48,2750
B00007466,U000939,C00060,buy,2026-08-26 07:22:48,909
B00007467,U000940,C00078,finish,2026-08-27 09:28:48,1605
B00007468,U000891,C00006,view,2026-08-27 17:59:48,241
B00007469,U000296,C00069,view,2026-08-20 21:07:48,371
B00007470,U000031,C00095,view,2026-09-01 08:46:48,2725
B00007471,U000264,C00074,start_learning,2026-08-23 21:11:48,2311
B00007472,U000269,C00005,favorite,2026-08-31 09:57:48,2950
B00007473,U000601,C00077,view,2026-08-15 07:02:48,69
B00007474,U000777,C00023,view,2026-08-26 08:03:48,546
B00007475,U000756,C00066,view,2026-08-28 12:16:48,1708
B00007476,U000590,C00010,favorite,2026-08-28 11:47:48,312
B00007477,U000590,C00042,view,2026-08-31 07:28:48,2024
B00007478,U000685,C00073,favorite,2026-08-15 22:26:48,3192
B00007479,U000240,C00025,favorite,2026-08-08 03:11:48,88
B00007480,U000432,C00011,view,2026-08-25 02:42:48,1309
B00007481,U000304,C00034,view,2026-08-09 03:13:48,212
B00007482,U000780,C00044,start_learning,2026-08-25 17:14:48,1014
B00007483,U000566,C00046,buy,2026-08-19 01:16:48,2334
B00007484,U000290,C00011,favorite,2026-09-01 10:42:48,1426
B00007485,U000024,C00026,favorite,2026-08-21 21:40:48,1689
B00007486,U000810,C00044,finish,2026-08-26 00:02:48,1425
B00007487,U000468,C00050,finish,2026-08-28 01:54:48,2148
B00007488,U000599,C00057,view,2026-08-15 20:07:48,2527
B00007489,U000600,C00003,start_learning,2026-08-10 11:34:48,2558
B00007490,U000413,C00087,finish,2026-08-06 05:31:48,2794
B00007491,U000787,C00035,view,2026-08-04 06:50:48,3114
B00007492,U000023,C00007,start_learning,2026-08-25 21:56:48,3322
B00007493,U000012,C00043,finish,2026-08-30 23:28:48,2750
B00007494,U000358,C00043,favorite,2026-08-17 21:14:48,372
B00007495,U000002,C00014,finish,2026-08-13 10:50:48,1440
B00007496,U000186,C00057,start_learning,2026-08-05 10:52:48,182
B00007497,U000499,C00002,finish,2026-08-13 16:57:48,536
B00007498,U000856,C00030,view,2026-08-13 07:09:48,402
B00007499,U000890,C00012,buy,2026-08-09 17:41:48,475
B00007500,U000596,C00029,favorite,2026-08-28 19:16:48,2645
B00007501,U000352,C00071,view,2026-08-16 15:09:48,826
B00007502,U000677,C00084,finish,2026-08-19 02:42:48,1311
B00007503,U000155,C00004,start_learning,2026-08-18 01:39:48,80
B00007504,U000849,C00036,start_learning,2026-08-30 07:42:48,1971
B00007505,U000859,C00026,favorite,2026-08-27 16:30:48,1986
B00007506,U000359,C00004,favorite,2026-08-25 02:40:48,2346
B00007507,U000425,C00049,start_learning,2026-08-13 10:16:48,3194
B00007508,U000324,C00097,buy,2026-08-31 15:03:48,1726
B00007509,U000509,C00068,finish,2026-08-20 06:01:48,2695
B00007510,U000589,C00071,view,2026-08-04 22:13:48,3284
B00007511,U000827,C00075,start_learning,2026-08-06 07:14:48,1118
B00007512,U000843,C00044,view,2026-08-28 10:35:48,102
B00007513,U000545,C00081,finish,2026-08-13 12:29:48,1269
B00007514,U000874,C00092,buy,2026-08-23 06:56:48,2943
B00007515,U000404,C00057,view,2026-08-08 04:35:48,3360
B00007516,U000145,C00009,view,2026-08-15 13:56:48,2597
B00007517,U000111,C00074,start_learning,2026-08-07 00:30:48,493
B00007518,U000322,C00097,favorite,2026-08-24 19:49:48,3454
B00007519,U000745,C00006,buy,2026-08-26 22:13:48,2155
B00007520,U000518,C00067,view,2026-08-30 06:20:48,3571
B00007521,U000715,C00002,favorite,2026-08-27 06:53:48,996
B00007522,U000880,C00015,buy,2026-08-17 04:46:48,3264
B00007523,U000239,C00088,finish,2026-08-04 02:27:48,1867
B00007524,U000297,C00096,start_learning,2026-08-10 12:09:48,188
B00007525,U000712,C00013,finish,2026-08-17 23:22:48,3244
B00007526,U000861,C00060,start_learning,2026-08-02 23:59:48,1110
B00007527,U000970,C00003,start_learning,2026-08-23 16:54:48,1259
B00007528,U000250,C00099,start_learning,2026-08-13 08:39:48,2455
B00007529,U000155,C00028,finish,2026-08-30 07:04:48,1295
B00007530,U000153,C00057,finish,2026-08-25 06:59:48,668
B00007531,U000846,C00009,start_learning,2026-08-07 22:32:48,1732
B00007532,U000766,C00099,buy,2026-08-03 02:34:48,1326
B00007533,U000395,C00082,start_learning,2026-08-03 13:26:48,1303
B00007534,U000191,C00037,finish,2026-08-29 17:08:48,782
B00007535,U000223,C00067,finish,2026-08-14 03:16:48,1651
B00007536,U000198,C00019,start_learning,2026-08-15 12:15:48,204
B00007537,U000732,C00004,finish,2026-08-17 15:56:48,1557
B00007538,U000347,C00090,finish,2026-08-20 16:26:48,3237
B00007539,U000967,C00098,view,2026-08-18 02:37:48,287
B00007540,U000942,C00054,favorite,2026-08-16 19:07:48,1670
B00007541,U000401,C00089,buy,2026-08-24 18:07:48,947
B00007542,U000416,C00056,finish,2026-08-14 19:54:48,1856
B00007543,U000225,C00018,start_learning,2026-08-11 14:39:48,3055
B00007544,U000217,C00021,buy,2026-08-09 21:42:48,3189
B00007545,U000169,C00059,buy,2026-08-04 08:06:48,884
B00007546,U000379,C00059,favorite,2026-08-08 21:16:48,1682
B00007547,U000157,C00053,finish,2026-08-06 13:02:48,1676
B00007548,U000970,C00077,finish,2026-08-11 22:23:48,2851
B00007549,U000664,C00049,favorite,2026-08-14 05:35:48,1
B00007550,U000196,C00070,buy,2026-08-17 21:56:48,541
B00007551,U000868,C00018,view,2026-08-21 00:08:48,1260
B00007552,U000389,C00032,view,2026-08-05 02:27:48,1137
B00007553,U000269,C00071,start_learning,2026-08-20 07:48:48,1043
B00007554,U000026,C00084,buy,2026-08-14 21:43:48,1968
B00007555,U000391,C00029,buy,2026-08-20 09:38:48,538
B00007556,U000539,C00046,start_learning,2026-08-17 02:12:48,3090
B00007557,U000392,C00036,start_learning,2026-08-17 16:33:48,138
B00007558,U000052,C00006,favorite,2026-08-25 01:41:48,132
B00007559,U000689,C00004,start_learning,2026-08-16 10:43:48,1560
B00007560,U000965,C00080,buy,2026-08-02 18:30:48,3157
B00007561,U000428,C00006,finish,2026-08-22 04:13:48,1548
B00007562,U000127,C00096,favorite,2026-08-18 22:32:48,2217
B00007563,U000190,C00086,favorite,2026-08-16 10:32:48,424
B00007564,U000922,C00076,finish,2026-08-11 16:47:48,3341
B00007565,U000129,C00013,view,2026-08-30 04:55:48,2398
B00007566,U000857,C00035,finish,2026-08-22 11:01:48,400
B00007567,U000360,C00041,finish,2026-08-08 04:04:48,1261
B00007568,U000962,C00043,start_learning,2026-08-27 04:06:48,1075
B00007569,U000807,C00018,finish,2026-08-28 11:57:48,3502
B00007570,U000397,C00094,view,2026-08-15 23:00:48,1301
B00007571,U000515,C00001,view,2026-08-07 12:22:48,1743
B00007572,U000299,C00018,buy,2026-08-29 18:01:48,138
B00007573,U000972,C00030,buy,2026-08-04 13:53:48,2198
B00007574,U000264,C00010,finish,2026-08-25 11:52:48,1488
B00007575,U000183,C00042,buy,2026-08-18 00:34:48,2724
B00007576,U000101,C00066,finish,2026-08-03 03:30:48,3109
B00007577,U000384,C00022,finish,2026-08-04 08:54:48,2673
B00007578,U000385,C00021,buy,2026-08-04 00:55:48,2385
B00007579,U000806,C00024,start_learning,2026-08-24 06:21:48,3300
B00007580,U000428,C00023,buy,2026-08-15 01:24:48,2182
B00007581,U000556,C00030,favorite,2026-08-24 15:44:48,1062
B00007582,U000757,C00082,buy,2026-08-22 08:55:48,3585
B00007583,U000979,C00072,view,2026-08-06 18:58:48,395
B00007584,U000935,C00046,favorite,2026-08-15 21:27:48,3050
B00007585,U000100,C00046,view,2026-08-25 08:47:48,615
B00007586,U000038,C00057,favorite,2026-08-12 04:49:48,505
B00007587,U000529,C00077,finish,2026-08-16 06:54:48,1024
B00007588,U000048,C00090,start_learning,2026-08-30 02:28:48,2510
B00007589,U000761,C00056,view,2026-08-26 15:54:48,3497
B00007590,U000044,C00031,start_learning,2026-08-26 04:44:48,2801
B00007591,U000966,C00082,finish,2026-08-14 18:33:48,2241
B00007592,U000890,C00059,view,2026-08-25 23:33:48,3343
B00007593,U000182,C00050,finish,2026-08-13 10:36:48,430
B00007594,U000908,C00048,buy,2026-08-19 14:01:48,3369
B00007595,U000689,C00003,view,2026-08-18 20:52:48,3211
B00007596,U000129,C00065,view,2026-08-15 11:29:48,2820
B00007597,U000709,C00018,favorite,2026-08-13 10:52:48,1079
B00007598,U000183,C00035,favorite,2026-08-12 00:22:48,1984
B00007599,U000661,C00080,start_learning,2026-08-08 06:51:48,2942
B00007600,U000728,C00076,finish,2026-08-06 10:24:48,1992
B00007601,U000920,C00017,favorite,2026-08-31 19:10:48,2959
B00007602,U000565,C00097,start_learning,2026-08-26 06:01:48,2558
B00007603,U000589,C00074,view,2026-08-16 06:33:48,1494
B00007604,U000184,C00076,buy,2026-08-07 05:51:48,195
B00007605,U000204,C00036,buy,2026-08-19 05:27:48,2166
B00007606,U000012,C00014,start_learning,2026-08-05 13:22:48,129
B00007607,U000818,C00093,buy,2026-08-24 14:54:48,712
B00007608,U000545,C00091,view,2026-08-28 08:08:48,3137
B00007609,U000768,C00029,start_learning,2026-08-26 19:04:48,3363
B00007610,U000103,C00052,view,2026-08-09 16:48:48,1078
B00007611,U000128,C00045,buy,2026-08-29 09:58:48,1916
B00007612,U000827,C00080,favorite,2026-08-20 03:58:48,138
B00007613,U000296,C00080,buy,2026-08-19 14:32:48,2539
B00007614,U000892,C00090,buy,2026-08-15 19:34:48,415
B00007615,U000549,C00042,buy,2026-08-22 08:01:48,2568
B00007616,U000491,C00036,buy,2026-08-20 21:02:48,556
B00007617,U000864,C00065,finish,2026-08-24 02:18:48,3256
B00007618,U000142,C00039,start_learning,2026-08-11 12:14:48,929
B00007619,U000181,C00021,favorite,2026-08-28 23:04:48,2924
B00007620,U000325,C00100,favorite,2026-08-11 14:30:48,2099
B00007621,U000690,C00024,finish,2026-08-08 04:50:48,27
B00007622,U000337,C00095,start_learning,2026-08-20 21:37:48,1126
B00007623,U000728,C00081,start_learning,2026-08-31 11:11:48,1308
B00007624,U000012,C00065,buy,2026-08-04 06:00:48,552
B00007625,U000133,C00066,start_learning,2026-08-03 11:27:48,3048
B00007626,U000773,C00045,start_learning,2026-08-19 01:34:48,597
B00007627,U000374,C00011,view,2026-08-03 07:38:48,1146
B00007628,U000240,C00075,finish,2026-08-14 22:00:48,2870
B00007629,U000901,C00039,favorite,2026-08-09 14:37:48,900
B00007630,U000982,C00046,view,2026-08-12 08:47:48,1225
B00007631,U000755,C00034,view,2026-08-30 05:32:48,2438
B00007632,U000616,C00086,buy,2026-08-03 08:00:48,159
B00007633,U000500,C00011,favorite,2026-08-05 19:00:48,3201
B00007634,U000970,C00043,finish,2026-08-20 10:04:48,2076
B00007635,U000335,C00021,buy,2026-08-16 12:08:48,2687
B00007636,U000926,C00007,start_learning,2026-08-05 07:09:48,2916
B00007637,U000587,C00045,start_learning,2026-08-20 19:28:48,952
B00007638,U000811,C00058,buy,2026-08-19 17:28:48,996
B00007639,U000050,C00072,favorite,2026-08-28 08:15:48,947
B00007640,U000362,C00030,buy,2026-08-15 22:03:48,1770
B00007641,U000825,C00044,buy,2026-08-19 06:08:48,121
B00007642,U000813,C00017,finish,2026-08-05 03:48:48,1143
B00007643,U000763,C00016,start_learning,2026-08-05 16:52:48,1308
B00007644,U000340,C00076,buy,2026-08-18 06:37:48,2077
B00007645,U000530,C00053,start_learning,2026-08-17 21:18:48,2538
B00007646,U000596,C00002,finish,2026-08-06 07:45:48,2807
B00007647,U000931,C00075,view,2026-08-18 05:32:48,2466
B00007648,U000214,C00045,buy,2026-08-18 10:12:48,1473
B00007649,U000159,C00052,start_learning,2026-08-31 16:34:48,286
B00007650,U000648,C00028,view,2026-08-15 22:08:48,2090
B00007651,U000340,C00056,start_learning,2026-08-18 09:22:48,1397
B00007652,U000954,C00055,favorite,2026-08-26 01:21:48,555
B00007653,U000814,C00024,view,2026-08-07 18:17:48,3132
B00007654,U000954,C00084,favorite,2026-08-04 08:08:48,2778
B00007655,U000849,C00024,view,2026-08-11 09:24:48,2373
B00007656,U000634,C00007,start_learning,2026-08-06 17:55:48,2095
B00007657,U000947,C00084,favorite,2026-08-18 23:23:48,1370
B00007658,U000945,C00032,favorite,2026-08-21 11:37:48,567
B00007659,U000482,C00013,favorite,2026-08-23 09:03:48,3570
B00007660,U000302,C00092,view,2026-08-22 05:50:48,2224
B00007661,U000631,C00088,view,2026-08-12 10:50:48,3108
B00007662,U000507,C00066,view,2026-08-29 08:10:48,708
B00007663,U000653,C00048,view,2026-08-23 06:45:48,2141
B00007664,U000163,C00063,finish,2026-08-02 15:50:48,2863
B00007665,U000948,C00033,favorite,2026-08-23 22:50:48,2835
B00007666,U000715,C00100,start_learning,2026-08-25 05:44:48,1506
B00007667,U000679,C00027,finish,2026-08-19 02:26:48,1492
B00007668,U000070,C00079,start_learning,2026-08-18 13:33:48,3205
B00007669,U000751,C00001,view,2026-08-20 00:52:48,870
B00007670,U000070,C00003,finish,2026-08-04 23:15:48,2158
B00007671,U000311,C00072,finish,2026-08-23 04:52:48,1598
B00007672,U000349,C00082,finish,2026-08-25 06:17:48,1446
B00007673,U000875,C00063,view,2026-08-26 07:48:48,3158
B00007674,U000923,C00048,start_learning,2026-08-30 18:06:48,2929
B00007675,U000547,C00097,favorite,2026-08-04 12:47:48,3187
B00007676,U000847,C00023,start_learning,2026-08-09 15:47:48,2889
B00007677,U000866,C00073,buy,2026-08-11 22:28:48,3420
B00007678,U000868,C00012,view,2026-08-28 17:56:48,3375
B00007679,U000603,C00035,view,2026-08-10 22:40:48,2021
B00007680,U000477,C00074,view,2026-08-07 03:39:48,801
B00007681,U000017,C00006,favorite,2026-08-26 04:38:48,1332
B00007682,U000579,C00068,view,2026-08-10 07:07:48,655
B00007683,U000766,C00076,start_learning,2026-08-23 00:17:48,2243
B00007684,U000426,C00079,start_learning,2026-08-18 12:11:48,1357
B00007685,U000081,C00009,view,2026-08-15 23:44:48,2018
B00007686,U000119,C00069,finish,2026-08-27 05:08:48,657
B00007687,U000914,C00046,start_learning,2026-08-19 23:44:48,424
B00007688,U000188,C00080,buy,2026-08-30 10:26:48,3485
B00007689,U000853,C00049,view,2026-08-15 02:30:48,1320
B00007690,U000609,C00057,start_learning,2026-08-17 07:07:48,515
B00007691,U000844,C00060,start_learning,2026-08-07 13:00:48,3452
B00007692,U000148,C00084,favorite,2026-08-10 04:04:48,1282
B00007693,U000530,C00007,favorite,2026-08-30 20:49:48,2455
B00007694,U000460,C00070,view,2026-08-23 11:11:48,3209
B00007695,U000071,C00076,favorite,2026-08-24 23:37:48,3270
B00007696,U000142,C00055,finish,2026-08-02 18:52:48,43
B00007697,U000479,C00067,finish,2026-08-05 00:38:48,1221
B00007698,U000732,C00040,finish,2026-08-27 03:29:48,1105
B00007699,U000098,C00027,favorite,2026-08-18 22:20:48,3600
B00007700,U000499,C00049,finish,2026-08-23 11:42:48,526
B00007701,U000823,C00042,favorite,2026-08-31 18:31:48,1785
B00007702,U000117,C00002,start_learning,2026-08-15 08:54:48,490
B00007703,U000351,C00003,favorite,2026-08-31 07:41:48,3408
B00007704,U000778,C00041,buy,2026-08-09 21:13:48,266
B00007705,U000571,C00056,start_learning,2026-08-03 16:40:48,3100
B00007706,U000237,C00027,buy,2026-08-28 12:09:48,2900
B00007707,U000266,C00082,start_learning,2026-08-09 00:48:48,244
B00007708,U000215,C00024,view,2026-08-13 01:02:48,1562
B00007709,U000139,C00010,view,2026-08-16 08:09:48,2598
B00007710,U000591,C00024,finish,2026-08-04 04:52:48,1695
B00007711,U000505,C00018,finish,2026-08-02 19:08:48,955
B00007712,U000146,C00004,favorite,2026-08-20 13:36:48,3427
B00007713,U000868,C00022,view,2026-08-19 05:36:48,2052
B00007714,U000550,C00064,start_learning,2026-08-16 20:23:48,750
B00007715,U000207,C00039,buy,2026-08-13 23:15:48,1465
B00007716,U000520,C00075,view,2026-08-29 03:42:48,3447
B00007717,U000133,C00051,finish,2026-08-10 06:30:48,530
